global_row,peak,start,end,fragment_recount,matrix_rowsum
8311,chr1-46062665-46062923,46062665,46062923,1106,349.0
8312,chr1-46065271-46065633,46065271,46065633,1422,383.0
8313,chr1-46069644-46070810,46069644,46070810,4176,1001.0
8314,chr1-46081294-46081836,46081294,46081836,2303,560.0
8315,chr1-46093622-46093979,46093622,46093979,1439,422.0
8316,chr1-46094294-46094934,46094294,46094934,2901,996.0
8317,chr1-46109033-46109300,46109033,46109300,1101,330.0
8318,chr1-46114734-46115348,46114734,46115348,2394,683.0
8319,chr1-46131642-46133716,46131642,46133716,78867,32264.0
8320,chr1-46155809-46156284,46155809,46156284,1206,451.0
8321,chr1-46156346-46156848,46156346,46156848,2482,758.0
8322,chr1-46157960-46158206,46157960,46158206,1302,368.0
8323,chr1-46159580-46160209,46159580,46160209,2174,661.0
8324,chr1-46166424-46167509,46166424,46167509,8289,2710.0
8325,chr1-46171825-46172162,46171825,46172162,2727,817.0
8326,chr1-46173054-46175496,46173054,46175496,19097,7166.0
8327,chr1-46179192-46180631,46179192,46180631,19309,7271.0
8328,chr1-46182944-46183759,46182944,46183759,6655,2330.0
8329,chr1-46183981-46184505,46183981,46184505,4459,1522.0
8330,chr1-46184657-46185434,46184657,46185434,5602,2145.0
8331,chr1-46185460-46185690,46185460,46185690,2371,784.0
8332,chr1-46197660-46198853,46197660,46198853,34365,13435.0
8333,chr1-46202663-46204853,46202663,46204853,44335,17212.0
8334,chr1-46205957-46206722,46205957,46206722,7338,2714.0
8335,chr1-46218505-46218708,46218505,46218708,2306,780.0
8336,chr1-46219349-46220438,46219349,46220438,13644,5118.0
8337,chr1-46221485-46222334,46221485,46222334,18451,7039.0
8338,chr1-46223213-46223955,46223213,46223955,17415,6687.0
8339,chr1-46238935-46239244,46238935,46239244,1366,357.0
8340,chr1-46244735-46245175,46244735,46245175,3898,1299.0
8341,chr1-46246373-46248236,46246373,46248236,59107,22733.0
8342,chr1-46261224-46261745,46261224,46261745,2751,860.0
8343,chr1-46264743-46265173,46264743,46265173,1860,478.0
8344,chr1-46267072-46267829,46267072,46267829,3132,821.0
8345,chr1-46277586-46278283,46277586,46278283,5183,1736.0
8346,chr1-46278735-46279507,46278735,46279507,4854,1429.0
8347,chr1-46280246-46280616,46280246,46280616,2464,732.0
8348,chr1-46285151-46286312,46285151,46286312,7799,2428.0
8349,chr1-46289766-46290380,46289766,46290380,4041,1390.0
8350,chr1-46301191-46304297,46301191,46304297,92115,36323.0
8351,chr1-46331677-46332513,46331677,46332513,3130,760.0
8352,chr1-46333385-46333864,46333385,46333864,2598,711.0
8353,chr1-46339508-46341917,46339508,46341917,49200,18687.0
8354,chr1-46347911-46348670,46347911,46348670,8892,3071.0
8355,chr1-46362126-46362631,46362126,46362631,2485,765.0
8356,chr1-46363200-46363447,46363200,46363447,1355,334.0
8357,chr1-46369276-46370389,46369276,46370389,5017,1430.0
8358,chr1-46373386-46374421,46373386,46374421,5548,1302.0
8359,chr1-46377269-46377708,46377269,46377708,2076,639.0
8360,chr1-46393617-46395754,46393617,46395754,35380,13855.0
8361,chr1-46396247-46396652,46396247,46396652,4654,2092.0
8362,chr1-46396798-46397260,46396798,46397260,5781,2245.0
8363,chr1-46401519-46402577,46401519,46402577,33296,12831.0
8364,chr1-46406006-46406629,46406006,46406629,16449,6482.0
8365,chr1-46406916-46407165,46406916,46407165,4223,1546.0
8366,chr1-46410121-46410342,46410121,46410342,2354,799.0
8367,chr1-46410635-46410834,46410635,46410834,2411,761.0
8368,chr1-46412696-46414008,46412696,46414008,12979,4453.0
8369,chr1-46420033-46420443,46420033,46420443,2507,685.0
8370,chr1-46432789-46433096,46432789,46433096,1687,417.0
8371,chr1-46441950-46443141,46441950,46443141,11577,4014.0
8372,chr1-46446735-46447188,46446735,46447188,5524,1941.0
8373,chr1-46448047-46448771,46448047,46448771,4843,1425.0
8374,chr1-46452636-46453191,46452636,46453191,3354,984.0
8375,chr1-46453409-46453641,46453409,46453641,2140,642.0
8376,chr1-46456386-46456688,46456386,46456688,2032,639.0
8377,chr1-46458605-46459069,46458605,46459069,2898,775.0
8378,chr1-46465828-46467418,46465828,46467418,16120,5747.0
8379,chr1-46476410-46477045,46476410,46477045,3878,1106.0
8380,chr1-46477254-46477774,46477254,46477774,5753,2039.0
8381,chr1-46479681-46480080,46479681,46480080,2713,760.0
8382,chr1-46489462-46489994,46489462,46489994,3877,1099.0
8383,chr1-46506383-46506593,46506383,46506593,855,234.0
8384,chr1-46513544-46513762,46513544,46513762,1546,415.0
8385,chr1-46515813-46516689,46515813,46516689,4641,1322.0
8386,chr1-46520161-46520943,46520161,46520943,6038,1866.0
8387,chr1-46521938-46522928,46521938,46522928,6703,2237.0
8388,chr1-46527827-46528893,46527827,46528893,14294,5629.0
8389,chr1-46532520-46533782,46532520,46533782,22236,8547.0
8390,chr1-46539915-46540909,46539915,46540909,6192,2104.0
8391,chr1-46541716-46542719,46541716,46542719,7087,2522.0
8392,chr1-46543706-46544196,46543706,46544196,3884,1106.0
8393,chr1-46548027-46548271,46548027,46548271,4044,1439.0
8394,chr1-46549287-46550973,46549287,46550973,17231,6412.0
8395,chr1-46554191-46554813,46554191,46554813,4772,1546.0
8396,chr1-46557992-46558410,46557992,46558410,3695,1216.0
8397,chr1-46563245-46563534,46563245,46563534,1119,304.0
8398,chr1-46563990-46564521,46563990,46564521,2150,641.0
8399,chr1-46569431-46570114,46569431,46570114,3348,1052.0
8400,chr1-46571402-46572008,46571402,46572008,4406,1506.0
8401,chr1-46573083-46573769,46573083,46573769,6601,2561.0
8402,chr1-46575417-46575737,46575417,46575737,2495,1030.0
8403,chr1-46575891-46577197,46575891,46577197,10181,3642.0
8404,chr1-46577589-46577988,46577589,46577988,2811,911.0
8405,chr1-46580632-46580886,46580632,46580886,1532,349.0
8406,chr1-46581619-46582203,46581619,46582203,3423,905.0
8407,chr1-46583086-46583347,46583086,46583347,1941,620.0
8408,chr1-46583492-46585038,46583492,46585038,7226,2268.0
8409,chr1-46585342-46585826,46585342,46585826,4178,1292.0
8410,chr1-46586992-46587455,46586992,46587455,4489,1219.0
8411,chr1-46589869-46590153,46589869,46590153,1529,420.0
8412,chr1-46594073-46594349,46594073,46594349,1552,431.0
8413,chr1-46594836-46595507,46594836,46595507,4333,1180.0
8414,chr1-46598948-46599243,46598948,46599243,1804,539.0
8415,chr1-46599920-46600147,46599920,46600147,2089,650.0
8416,chr1-46602817-46603038,46602817,46603038,2234,762.0
8417,chr1-46603427-46604584,46603427,46604584,30593,11959.0
8418,chr1-46607321-46608039,46607321,46608039,8485,3233.0
8419,chr1-46613044-46614191,46613044,46614191,13301,4535.0
8420,chr1-46615729-46617260,46615729,46617260,30735,11252.0
8421,chr1-46622264-46622759,46622264,46622759,3556,1109.0
8422,chr1-46623845-46624591,46623845,46624591,4220,1242.0
8423,chr1-46637267-46637755,46637267,46637755,1779,484.0
8424,chr1-46640395-46640973,46640395,46640973,2074,496.0
8425,chr1-46641869-46642626,46641869,46642626,3087,810.0
8426,chr1-46643133-46643854,46643133,46643854,4234,1428.0
8427,chr1-46653322-46654291,46653322,46654291,3839,1179.0
8428,chr1-46656694-46657017,46656694,46657017,1290,414.0
8429,chr1-46667208-46669227,46667208,46669227,42240,16148.0
8430,chr1-46673409-46673993,46673409,46673993,2972,888.0
8431,chr1-46680963-46682038,46680963,46682038,5544,1926.0
8432,chr1-46684150-46685229,46684150,46685229,2951,855.0
8433,chr1-46686944-46687664,46686944,46687664,3392,1235.0
8434,chr1-46687913-46688357,46687913,46688357,2637,871.0
8435,chr1-46690736-46692431,46690736,46692431,9244,3400.0
8436,chr1-46692856-46693762,46692856,46693762,3793,1283.0
8437,chr1-46699502-46700070,46699502,46700070,2040,512.0
8438,chr1-46701968-46702327,46701968,46702327,1370,442.0
8439,chr1-46705178-46705689,46705178,46705689,2120,589.0
8440,chr1-46718482-46719825,46718482,46719825,37477,14495.0
8441,chr1-46724745-46725549,46724745,46725549,7598,2608.0
8442,chr1-46735614-46736017,46735614,46736017,1872,521.0
8443,chr1-46747427-46748016,46747427,46748016,3565,1263.0
8444,chr1-46749140-46750486,46749140,46750486,6190,2052.0
8445,chr1-46798828-46799111,46798828,46799111,1394,368.0
8446,chr1-46806348-46807053,46806348,46807053,2689,654.0
8447,chr1-46812043-46812359,46812043,46812359,1538,339.0
8448,chr1-46982433-46982780,46982433,46982780,910,290.0
8449,chr1-46982856-46984118,46982856,46984118,5562,1504.0
8450,chr1-46991229-46991490,46991229,46991490,1218,349.0
8451,chr1-47023093-47024933,47023093,47024933,12285,4371.0
8452,chr1-47030253-47030608,47030253,47030608,1269,331.0
8453,chr1-47031018-47031315,47031018,47031315,1486,393.0
8454,chr1-47040650-47041368,47040650,47041368,1667,468.0
8455,chr1-47173739-47174015,47173739,47174015,1680,462.0
8456,chr1-47174455-47175688,47174455,47175688,10090,3723.0
8457,chr1-47178693-47179774,47178693,47179774,14997,5649.0
8458,chr1-47182481-47182976,47182481,47182976,3750,1204.0
8459,chr1-47189626-47190740,47189626,47190740,9749,3270.0
8460,chr1-47192696-47193304,47192696,47193304,6508,2013.0
8461,chr1-47196610-47196914,47196610,47196914,1851,464.0
8462,chr1-47207751-47208302,47207751,47208302,2080,663.0
8463,chr1-47208345-47208877,47208345,47208877,2932,774.0
8464,chr1-47211484-47212329,47211484,47212329,6825,1682.0
8465,chr1-47214334-47214899,47214334,47214899,3480,804.0
8466,chr1-47225037-47226207,47225037,47226207,9269,2389.0
8467,chr1-47228831-47229030,47228831,47229030,2596,672.0
8468,chr1-47231232-47231486,47231232,47231486,2441,720.0
8469,chr1-47231654-47232494,47231654,47232494,7587,1996.0
8470,chr1-47235040-47235756,47235040,47235756,7532,1895.0
8471,chr1-47237362-47237855,47237362,47237855,3887,969.0
8472,chr1-47241216-47241865,47241216,47241865,3413,735.0
8473,chr1-47262843-47263164,47262843,47263164,1443,359.0
8474,chr1-47313276-47314889,47313276,47314889,42886,16664.0
8475,chr1-47333074-47334848,47333074,47334848,61807,24858.0
8476,chr1-47340187-47340623,47340187,47340623,2154,663.0
8477,chr1-47364802-47365350,47364802,47365350,1478,379.0
8478,chr1-47386834-47387257,47386834,47387257,1581,523.0
8479,chr1-47387358-47387783,47387358,47387783,1528,612.0
8480,chr1-47387794-47389262,47387794,47389262,8771,2988.0
8481,chr1-47390325-47390883,47390325,47390883,2541,723.0
8482,chr1-47407576-47407958,47407576,47407958,1497,402.0
8483,chr1-47416478-47417255,47416478,47417255,3679,839.0
8484,chr1-47424381-47424747,47424381,47424747,2217,702.0
8485,chr1-47431923-47432978,47431923,47432978,8807,2876.0
8486,chr1-47434211-47434725,47434211,47434725,4503,1630.0
8487,chr1-47436502-47436705,47436502,47436705,2520,778.0
8488,chr1-47437137-47438468,47437137,47438468,20665,6915.0
8489,chr1-47440509-47440749,47440509,47440749,1569,426.0
8490,chr1-47444764-47444963,47444764,47444963,1406,353.0
8491,chr1-47449519-47450403,47449519,47450403,4623,1207.0
8492,chr1-47471195-47471443,47471195,47471443,1184,297.0
8493,chr1-47482798-47483112,47482798,47483112,1379,310.0
8494,chr1-47491249-47491631,47491249,47491631,2014,558.0
8495,chr1-47503873-47504126,47503873,47504126,1497,485.0
8496,chr1-47507735-47509345,47507735,47509345,10234,3276.0
8497,chr1-47523541-47524367,47523541,47524367,2918,739.0
8498,chr1-47527728-47527958,47527728,47527958,1337,379.0
8499,chr1-47532846-47534594,47532846,47534594,11788,4097.0
8500,chr1-47536660-47536925,47536660,47536925,1347,314.0
8501,chr1-47547533-47548456,47547533,47548456,3851,1018.0
8502,chr1-47553981-47555273,47553981,47555273,6205,1871.0
8503,chr1-47559014-47559263,47559014,47559263,1419,375.0
8504,chr1-47568774-47569305,47568774,47569305,4873,1702.0
8505,chr1-47572105-47573607,47572105,47573607,15858,6018.0
8506,chr1-47576796-47577056,47576796,47577056,1542,474.0
8507,chr1-47577626-47579399,47577626,47579399,14586,5255.0
8508,chr1-47580637-47581018,47580637,47581018,2363,715.0
8509,chr1-47583221-47583558,47583221,47583558,2114,586.0
8510,chr1-47583970-47584654,47583970,47584654,4147,1347.0
8511,chr1-47586367-47586717,47586367,47586717,1822,614.0
8512,chr1-47588010-47588596,47588010,47588596,2786,738.0
8513,chr1-47592846-47593561,47592846,47593561,4435,1295.0
8514,chr1-47615965-47617014,47615965,47617014,3913,1064.0
8515,chr1-47621986-47622223,47621986,47622223,879,216.0
8516,chr1-47627816-47628340,47627816,47628340,2448,623.0
8517,chr1-47631309-47631755,47631309,47631755,2109,531.0
8518,chr1-47643093-47644193,47643093,47644193,5152,1366.0
8519,chr1-47650059-47650724,47650059,47650724,3713,1221.0
8520,chr1-47651286-47651485,47651286,47651485,1430,399.0
8521,chr1-47652531-47653022,47652531,47653022,2586,804.0
8522,chr1-47656469-47657216,47656469,47657216,6130,2239.0
8523,chr1-47659065-47659516,47659065,47659516,3996,1562.0
8524,chr1-47662859-47663724,47662859,47663724,3945,1291.0
8525,chr1-47679034-47679934,47679034,47679934,5083,1268.0
8526,chr1-47686974-47687266,47686974,47687266,1544,362.0
8527,chr1-47688270-47688494,47688270,47688494,1248,288.0
8528,chr1-47696543-47697601,47696543,47697601,8274,3074.0
8529,chr1-47703190-47703410,47703190,47703410,1401,415.0
8530,chr1-47705401-47706234,47705401,47706234,5367,1958.0
8531,chr1-47708068-47708316,47708068,47708316,1790,643.0
8532,chr1-47708637-47710810,47708637,47710810,21690,7807.0
8533,chr1-47725190-47726596,47725190,47726596,9557,3101.0
8534,chr1-47731562-47732214,47731562,47732214,3055,972.0
8535,chr1-47738600-47738849,47738600,47738849,1794,609.0
8536,chr1-47751745-47752916,47751745,47752916,6298,1917.0
8537,chr1-47758327-47758737,47758327,47758737,1891,489.0
8538,chr1-47759488-47760529,47759488,47760529,6839,2290.0
8539,chr1-47763890-47764129,47763890,47764129,1749,507.0
8540,chr1-47775473-47775800,47775473,47775800,2134,608.0
8541,chr1-47776265-47777022,47776265,47777022,4589,1412.0
8542,chr1-47780663-47781794,47780663,47781794,7101,2194.0
8543,chr1-47785588-47785943,47785588,47785943,2251,774.0
8544,chr1-47786010-47786401,47786010,47786401,2606,701.0
8545,chr1-47791840-47792184,47791840,47792184,2001,525.0
8546,chr1-47804055-47804684,47804055,47804684,3035,743.0
8547,chr1-47805785-47806640,47805785,47806640,4625,1458.0
8548,chr1-47809219-47809438,47809219,47809438,1567,434.0
8549,chr1-47814630-47814977,47814630,47814977,2162,548.0
8550,chr1-47822769-47823363,47822769,47823363,3161,909.0
8551,chr1-47828387-47828591,47828387,47828591,1033,252.0
8552,chr1-47837031-47837253,47837031,47837253,1124,278.0
8553,chr1-47839148-47839660,47839148,47839660,2518,609.0
8554,chr1-47841819-47842812,47841819,47842812,4187,1411.0
8555,chr1-47842852-47843168,47842852,47843168,1903,517.0
8556,chr1-47881637-47882649,47881637,47882649,5255,1561.0
8557,chr1-47890910-47891432,47890910,47891432,2163,658.0
8558,chr1-47891953-47892235,47891953,47892235,1720,522.0
8559,chr1-47895825-47896398,47895825,47896398,2620,643.0
8560,chr1-47901136-47901540,47901136,47901540,1648,354.0
8561,chr1-47906347-47907274,47906347,47907274,4775,1477.0
8562,chr1-47913976-47914865,47913976,47914865,3461,892.0
8563,chr1-47921260-47921830,47921260,47921830,2381,838.0
8564,chr1-47921935-47922389,47921935,47922389,2487,658.0
8565,chr1-47927180-47927463,47927180,47927463,1544,372.0
8566,chr1-47934081-47934877,47934081,47934877,5329,1793.0
8567,chr1-47935923-47936189,47935923,47936189,1179,350.0
8568,chr1-47940416-47941330,47940416,47941330,3412,896.0
8569,chr1-47941582-47942313,47941582,47942313,2706,773.0
8570,chr1-47943707-47944121,47943707,47944121,1496,411.0
8571,chr1-47944509-47945261,47944509,47945261,3016,816.0
8572,chr1-47950412-47952259,47950412,47952259,17295,5808.0
8573,chr1-47967454-47967687,47967454,47967687,814,208.0
8574,chr1-47967920-47968315,47967920,47968315,1381,367.0
8575,chr1-47978345-47978578,47978345,47978578,1168,277.0
8576,chr1-47981749-47981957,47981749,47981957,1221,325.0
8577,chr1-47983850-47984541,47983850,47984541,3269,930.0
8578,chr1-47986680-47987137,47986680,47987137,2434,811.0
8579,chr1-47996388-47997990,47996388,47997990,17683,6141.0
8580,chr1-48010128-48010346,48010128,48010346,858,264.0
8581,chr1-48016296-48016870,48016296,48016870,1916,518.0
8582,chr1-48019391-48020396,48019391,48020396,5209,1572.0
8583,chr1-48025013-48025331,48025013,48025331,1443,389.0
8584,chr1-48028685-48029028,48028685,48029028,1874,556.0
8585,chr1-48035250-48035983,48035250,48035983,4663,1473.0
8586,chr1-48039106-48039728,48039106,48039728,4254,1349.0
8587,chr1-48040395-48040895,48040395,48040895,2605,772.0
8588,chr1-48041621-48041969,48041621,48041969,2457,703.0
8589,chr1-48043866-48044165,48043866,48044165,1813,533.0
8590,chr1-48048051-48048443,48048051,48048443,2395,816.0
8591,chr1-48048688-48049348,48048688,48049348,3865,995.0
8592,chr1-48052229-48052488,48052229,48052488,1601,441.0
8593,chr1-48060959-48061510,48060959,48061510,4115,1526.0
8594,chr1-48061681-48062197,48061681,48062197,3390,911.0
8595,chr1-48067102-48067385,48067102,48067385,1276,289.0
8596,chr1-48069301-48069968,48069301,48069968,2371,625.0
8597,chr1-48080026-48080622,48080026,48080622,2096,521.0
8598,chr1-48082391-48082799,48082391,48082799,1850,502.0
8599,chr1-48093756-48093984,48093756,48093984,1212,331.0
8600,chr1-48105225-48105491,48105225,48105491,1575,441.0
8601,chr1-48109266-48109740,48109266,48109740,3444,1238.0
8602,chr1-48164591-48165044,48164591,48165044,1525,433.0
8603,chr1-48196077-48196510,48196077,48196510,1646,360.0
8604,chr1-48201030-48201257,48201030,48201257,1039,245.0
8605,chr1-48201966-48202590,48201966,48202590,4087,1427.0
8606,chr1-48203312-48203581,48203312,48203581,1740,576.0
8607,chr1-48214530-48216111,48214530,48216111,8980,2928.0
8608,chr1-48227550-48228013,48227550,48228013,2228,579.0
8609,chr1-48228262-48228461,48228262,48228461,1676,442.0
8610,chr1-48229198-48229585,48229198,48229585,2020,444.0
8611,chr1-48236481-48237275,48236481,48237275,5017,1655.0
8612,chr1-48241367-48241651,48241367,48241651,1961,505.0
8613,chr1-48242128-48242658,48242128,48242658,3205,854.0
8614,chr1-48245022-48245570,48245022,48245570,4156,1061.0
8615,chr1-48246630-48247129,48246630,48247129,3582,1045.0
8616,chr1-48261565-48262442,48261565,48262442,2275,646.0
8617,chr1-48292347-48292561,48292347,48292561,1264,279.0
8618,chr1-48386479-48386735,48386479,48386735,1187,306.0
8619,chr1-48387579-48387839,48387579,48387839,1387,308.0
8620,chr1-48396913-48397262,48396913,48397262,871,258.0
8621,chr1-48405244-48405726,48405244,48405726,1708,479.0
8622,chr1-48422194-48422551,48422194,48422551,1420,421.0
8623,chr1-48424419-48424682,48424419,48424682,1119,302.0
8624,chr1-48432792-48433208,48432792,48433208,1374,391.0
8625,chr1-48434421-48434688,48434421,48434688,1283,381.0
8626,chr1-48440778-48441119,48440778,48441119,1514,417.0
8627,chr1-48447987-48448489,48447987,48448489,1835,532.0
8628,chr1-48450445-48450896,48450445,48450896,2659,910.0
8629,chr1-48451509-48451990,48451509,48451990,2176,556.0
8630,chr1-48460005-48460204,48460005,48460204,1006,300.0
8631,chr1-48462876-48463154,48462876,48463154,1465,424.0
8632,chr1-48470013-48472776,48470013,48472776,83440,32531.0
8633,chr1-48493201-48495584,48493201,48495584,27107,10162.0
8634,chr1-48497920-48498834,48497920,48498834,12647,4729.0
8635,chr1-48524825-48525396,48524825,48525396,5796,2126.0
8636,chr1-48525824-48526736,48525824,48526736,12882,4702.0
8637,chr1-48530444-48531069,48530444,48531069,4878,1559.0
8638,chr1-48549318-48550110,48549318,48550110,2469,693.0
8639,chr1-48552470-48552939,48552470,48552939,2720,881.0
8640,chr1-48555967-48556512,48555967,48556512,2332,710.0
8641,chr1-48560175-48560440,48560175,48560440,1166,300.0
8642,chr1-48562769-48563595,48562769,48563595,4227,1390.0
8643,chr1-48571331-48571537,48571331,48571537,1248,334.0
8644,chr1-48572305-48573203,48572305,48573203,9561,3474.0
8645,chr1-48583333-48583942,48583333,48583942,1875,487.0
8646,chr1-48591920-48592758,48591920,48592758,2804,837.0
8647,chr1-48595695-48596366,48595695,48596366,2774,819.0
8648,chr1-48600173-48600674,48600173,48600674,1970,496.0
8649,chr1-48602107-48602666,48602107,48602666,1990,549.0
8650,chr1-48610157-48612203,48610157,48612203,17284,6356.0
8651,chr1-48616857-48617830,48616857,48617830,4053,1181.0
8652,chr1-48619763-48619999,48619763,48619999,1455,386.0
8653,chr1-48623794-48624282,48623794,48624282,2279,697.0
8654,chr1-48626417-48626659,48626417,48626659,1418,420.0
8655,chr1-48627390-48628158,48627390,48628158,5631,2076.0
8656,chr1-48632868-48633128,48632868,48633128,970,242.0
8657,chr1-48639742-48640033,48639742,48640033,1137,296.0
8658,chr1-48644763-48645494,48644763,48645494,4246,1576.0
8659,chr1-48645810-48646333,48645810,48646333,3467,1221.0
8660,chr1-48646734-48647890,48646734,48647890,6405,2183.0
8661,chr1-48654532-48655301,48654532,48655301,4280,1372.0
8662,chr1-48661618-48662388,48661618,48662388,3490,942.0
8663,chr1-48668129-48668741,48668129,48668741,3581,1061.0
8664,chr1-48670459-48671238,48670459,48671238,4272,1224.0
8665,chr1-48672114-48672313,48672114,48672313,1411,430.0
8666,chr1-48673575-48673977,48673575,48673977,2736,847.0
8667,chr1-48674634-48674969,48674634,48674969,2298,801.0
8668,chr1-48676997-48678039,48676997,48678039,8369,2952.0
8669,chr1-48683653-48684494,48683653,48684494,4864,1693.0
8670,chr1-48688333-48688587,48688333,48688587,1515,431.0
8671,chr1-48691455-48692921,48691455,48692921,7134,2274.0
8672,chr1-48693617-48693927,48693617,48693927,1916,535.0
8673,chr1-48696844-48697440,48696844,48697440,3942,1257.0
8674,chr1-48698051-48698278,48698051,48698278,1538,358.0
8675,chr1-48702979-48703282,48702979,48703282,1043,336.0
8676,chr1-48703815-48704058,48703815,48704058,1252,354.0
8677,chr1-48713376-48713578,48713376,48713578,1319,318.0
8678,chr1-48718206-48718822,48718206,48718822,2497,619.0
8679,chr1-48728719-48729050,48728719,48729050,1414,392.0
8680,chr1-48731594-48731925,48731594,48731925,1622,482.0
8681,chr1-48735995-48736519,48735995,48736519,2243,681.0
8682,chr1-48737759-48737968,48737759,48737968,987,296.0
8683,chr1-48746192-48746524,48746192,48746524,1907,657.0
8684,chr1-48746684-48747483,48746684,48747483,4537,1571.0
8685,chr1-48748135-48748553,48748135,48748553,2524,787.0
8686,chr1-48749878-48750559,48749878,48750559,3835,1010.0
8687,chr1-48760660-48762263,48760660,48762263,6944,2207.0
8688,chr1-48762434-48762988,48762434,48762988,2604,793.0
8689,chr1-48768014-48768213,48768014,48768213,882,236.0
8690,chr1-48769158-48769386,48769158,48769386,1489,470.0
8691,chr1-48771572-48771903,48771572,48771903,2292,870.0
8692,chr1-48775612-48777945,48775612,48777945,34542,13115.0
8693,chr1-48789487-48790299,48789487,48790299,3147,822.0
8694,chr1-48793753-48794204,48793753,48794204,1974,511.0
8695,chr1-48800741-48801122,48800741,48801122,1446,303.0
8696,chr1-48806426-48806758,48806426,48806758,1200,310.0
8697,chr1-48807508-48808136,48807508,48808136,2340,600.0
8698,chr1-48817417-48817840,48817417,48817840,2737,897.0
8699,chr1-48824792-48825363,48824792,48825363,2233,617.0
8700,chr1-48827576-48827812,48827576,48827812,1033,271.0
8701,chr1-48831126-48832282,48831126,48832282,3783,1071.0
8702,chr1-48832955-48833692,48832955,48833692,1983,530.0
8703,chr1-48847752-48848109,48847752,48848109,1330,389.0
8704,chr1-48852951-48853301,48852951,48853301,1475,413.0
8705,chr1-48856722-48856974,48856722,48856974,735,169.0
8706,chr1-48859139-48859709,48859139,48859709,2142,663.0
8707,chr1-48860364-48861147,48860364,48861147,2084,637.0
8708,chr1-48869050-48869815,48869050,48869815,3030,908.0
8709,chr1-48873250-48874283,48873250,48874283,5737,1978.0
8710,chr1-48875809-48876365,48875809,48876365,2776,974.0
8711,chr1-48878367-48878992,48878367,48878992,3574,1262.0
8712,chr1-48884444-48884799,48884444,48884799,1097,295.0
8713,chr1-48895191-48895738,48895191,48895738,1677,408.0
8714,chr1-48915963-48916786,48915963,48916786,5234,1919.0
8715,chr1-48920496-48921336,48920496,48921336,5700,2042.0
8716,chr1-48929929-48930273,48929929,48930273,1221,295.0
8717,chr1-48931287-48932695,48931287,48932695,6287,1960.0
8718,chr1-48936254-48936650,48936254,48936650,1533,425.0
8719,chr1-48943087-48944216,48943087,48944216,5333,1684.0
8720,chr1-48947898-48948779,48947898,48948779,5673,2130.0
8721,chr1-48953624-48953949,48953624,48953949,1397,383.0
8722,chr1-48954856-48955485,48954856,48955485,2693,819.0
8723,chr1-48966287-48966880,48966287,48966880,2026,635.0
8724,chr1-48980172-48980400,48980172,48980400,812,245.0
8725,chr1-49016500-49016741,49016500,49016741,1002,232.0
8726,chr1-49045049-49045783,49045049,49045783,2529,746.0
8727,chr1-49050745-49050988,49050745,49050988,955,361.0
8728,chr1-49051211-49052514,49051211,49052514,7459,2623.0
8729,chr1-49065040-49065715,49065040,49065715,2185,586.0
8730,chr1-49089432-49089851,49089432,49089851,1359,343.0
8731,chr1-49098925-49099203,49098925,49099203,1681,476.0
8732,chr1-49105179-49105531,49105179,49105531,1478,368.0
8733,chr1-49146956-49147264,49146956,49147264,1449,371.0
8734,chr1-49148334-49148602,49148334,49148602,1149,298.0
8735,chr1-49151942-49152254,49151942,49152254,1394,397.0
8736,chr1-49162622-49163532,49162622,49163532,3821,1288.0
8737,chr1-49170898-49172538,49170898,49172538,4641,1265.0
8738,chr1-49179476-49179852,49179476,49179852,1491,449.0
8739,chr1-49180532-49182119,49180532,49182119,7831,2616.0
8740,chr1-49185142-49186268,49185142,49186268,5531,1934.0
8741,chr1-49186478-49187712,49186478,49187712,6177,2242.0
8742,chr1-49199785-49200093,49199785,49200093,923,279.0
8743,chr1-49200149-49200951,49200149,49200951,2841,723.0
8744,chr1-49208711-49208910,49208711,49208910,1055,320.0
8745,chr1-49212197-49212679,49212197,49212679,1262,327.0
8746,chr1-49214392-49214765,49214392,49214765,1334,374.0
8747,chr1-49214975-49215392,49214975,49215392,1344,372.0
8748,chr1-49228453-49229172,49228453,49229172,3105,884.0
8749,chr1-49265299-49265608,49265299,49265608,1051,262.0
8750,chr1-49269115-49270310,49269115,49270310,3878,1101.0
8751,chr1-49293035-49293249,49293035,49293249,1342,322.0
8752,chr1-49294517-49294944,49294517,49294944,2468,881.0
8753,chr1-49297219-49298733,49297219,49298733,8822,3167.0
8754,chr1-49319986-49320601,49319986,49320601,2161,551.0
8755,chr1-49323308-49324749,49323308,49324749,6762,2117.0
8756,chr1-49336276-49336475,49336276,49336475,810,200.0
8757,chr1-49337183-49337639,49337183,49337639,1675,490.0
8758,chr1-49341999-49342334,49341999,49342334,1370,331.0
8759,chr1-49351592-49352137,49351592,49352137,2004,564.0
8760,chr1-49416935-49417782,49416935,49417782,2825,852.0
8761,chr1-49429829-49430052,49429829,49430052,985,265.0
8762,chr1-49435950-49436191,49435950,49436191,855,203.0
8763,chr1-49436626-49436984,49436626,49436984,1071,277.0
8764,chr1-49450618-49451221,49450618,49451221,1577,442.0
8765,chr1-49465650-49465993,49465650,49465993,939,257.0
8766,chr1-49526325-49526834,49526325,49526834,1777,571.0
8767,chr1-49605261-49605763,49605261,49605763,1323,434.0
8768,chr1-49605986-49606574,49605986,49606574,1984,580.0
8769,chr1-49621685-49622015,49621685,49622015,945,233.0
8770,chr1-49639422-49639719,49639422,49639719,997,279.0
